date,period,avg_sentiment,post_count,negative_pct,neutral_pct,positive_pct
2022-09-01,Before,-0.23274284232365147,7712,0.6749221991701245,0.0,0.32507780082987553
2022-09-03,Before,-0.2532803433689973,4019,0.6857427220701667,0.0,0.31425727792983327
2022-09-04,Before,-0.24052869190741075,5573,0.666965727615288,0.0,0.333034272384712
2022-09-05,Before,-0.24309479874277606,9863,0.6777856635911994,0.0,0.3222143364088006
2022-09-06,Before,-0.22418544797856227,8583,0.6613072352324362,0.0,0.33869276476756377
2022-09-07,Before,-0.18548200394752118,8613,0.6492511320097527,0.0,0.3507488679902473
2022-09-08,After,-0.2856512198010422,8444,0.7041686404547608,0.0,0.2958313595452392
2022-09-09,After,-0.39877,50,0.74,0.0,0.26
