period,avg_sentiment,total_posts,negative_pct,neutral_pct,positive_pct
After,-0.2863170944195903,8494,0.7043795620437956,0.0,0.2956204379562044
Before,-0.22705175709487635,44363,0.6679214660866037,0.0,0.3320785339133963
